Dialogue_ID,Utterance_ID,Utterance,Speaker,Emotion
25,47,"It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?",James,neutral
74,5,"Uh, -Um",Robert,sadness
57,32,"Going out somewhere, dear?",John,neutral
51,59,That's a good answer but it doesn't answer anything. I mean you haven't seen her since you went away to war it's five years.,Patricia,frustration
83,88,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",Jennifer,anger
7,65,"All right, then, Mom. [BREATHING]",James,frustration
15,24,I guess you're just going to have to have it without me.,James,sadness
64,46,Fuck Boston.,Robert,neutral
81,22,We can do that.  We can do that.  You just have to sign a one-year contract though with the--,Robert,neutral
83,15,"He's getting just like he did after he died, you know?  What, what, what's the meaning of this?",Jennifer,sadness
96,3,My acceptance letter.,Linda,excited
50,11,I know they don't tell you that kind of thing.,John,neutral
45,21,"Oh, well, it was -- you know, we were at this- at this concert and yeah",John,happiness
14,54,They don't pay me enough to deal people like you.,Mary,neutral
34,63,That's going to be a lot of work.,Patricia,excited
55,16,Why not?,John,frustration
4,14,all right- okay.  And you lost your bag? Is that- that the issue?,James,neutral
42,50,Mind your own business.,Patricia,frustration
77,21,Eight pieces of luggage.  Okay.,Jennifer,neutral
41,24,"You mustn't be serious, my dear one.  That's just what they want.",John,neutral
9,10,What?,James,neutral
31,9,"I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--",John,neutral
2,16,"Yeah.  Well.  You know, because he's leaving the next day.",Mary,happiness
10,46,Yeah they do.,James,frustration
75,3,What?,Jennifer,excited
95,4,Mmhmm. Yeah.  Yeah.  I mean it's- it's hard.  It's hard.,Michael,sadness
44,30,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",Patricia,sadness
72,9,"Just a little perhaps, but it was nothing serious.",Jennifer,neutral
87,60,Welcome to the human race.,Robert,anger
16,19,Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,Mary,excited
60,35,"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?",Jennifer,happiness
26,82,Very much sillier.,Mary,happiness
99,11,"What's going on here, Joe?",Linda,anger
63,27,"Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old.",Jennifer,sadness
23,10,What?,James,neutral
56,24,"You mustn't be serious my dear one, that's just what they want.",John,excited
73,11,Oh my God. Can you just transfer it yourself?,Robert,frustration
24,44,It's not stupid.  It's a natural phenomenon.,James,frustration
33,8,Yeah.,Patricia,sadness
25,21,"I just, we just have different ideas of what this evening is supposed to look like.",Mary,anger
6,1,"Yes.  There's a big envelope it says, you're in. I know.",Mary,excited
80,21,"Oh man I am so proud of you, that is...how did you get...I mean what did you do?  How did you find out or what...?",Jennifer,excited
57,49,"Yes, I did quite a lot.",Patricia,neutral
40,16,Why not?,John,frustration
74,61,I'm done.  I can't honey.,Jennifer,sadness
96,65,That's cool.,Michael,neutral
81,41,That you better be sorry.,Jennifer,anger
14,33,I need California ID.,James,frustration
40,85,It's not champagne.,John,happiness
59,47,What do you mean?,Jennifer,sadness
89,9,Just a little perhaps but nothing serious.,Jennifer,neutral
82,29,"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",Robert,neutral
20,33,They have those neon--softballs.  They're like day-glow you can see them anywhere.,Mary,excited
64,23,"And my mom was like Natalie, Natalie, it's [GARBAGE], you know-",Jennifer,excited
93,11,I'm really good at what I do.  I just don't know how to make someone else see that.,Linda,anger
36,56,"Trouble is, you don't see enough women.",Patricia,sadness
41,44,"Elliott, worms don't pop.",Patricia,happiness
5,6,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,James,sadness
21,65,"When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.",James,frustration
66,87,You're what-you're going to leave the business? But you can't do that. What the hell is this?,Jennifer,frustration
26,76,I will never forget the look on his face.,James,happiness
10,38,Not particularly.,Mary,neutral
75,69,I'm twenty eight years old.,Robert,neutral
11,47,Do you want me to go get some champagne?,James,neutral
92,81,Just couldn't be any cooler.,Linda,excited
34,0,"So, how's it going?",John,neutral
71,1,[BREATHING],Jennifer,neutral
43,34,"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",Patricia,frustration
16,45,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,James,excited
94,13,"I understand that.  The best I can do for you, at this moment, is give you fifty dollar check courtesy of Northwest Airlines for inconveniencing you in losing your luggage.",Michael,frustration
63,44,"So nice, so positive.",Robert,sadness
49,36,What?,John,excited
92,17,We're going to get married in the middle of a meadow. [LAUGHTER],Linda,excited
65,49,is what's going to happen.,Jennifer,neutral
66,27,"You know, for God's sakes it's been three years. No one comes back after three years. It's insane.",Robert,frustration
85,29,"Look, I almost got married two years ago.",Jennifer,happiness
63,12,"We did everything together, you know.",Jennifer,sadness
19,0,You okay?,Mary,neutral
49,6,"Oh my Gosh, that's so cool.",Patricia,excited
97,13,The food was prepared incorrectly.,Michael,frustration
87,2,About what I just said?,Robert,frustration
54,48,Yes.,Patricia,neutral
79,29,We're all here for you.,Jennifer,sadness
5,31,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.,Mary,neutral
36,68,I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.,John,frustration
78,33,Soon as you...that's not good enough okay?,Robert,anger
28,29,"Well, the weekends are not as busy.  Maybe you can uh, come and try to get here early--",John,frustration
2,41,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,Mary,happiness
55,42,"Yea. Okay, sure, no. I see. Listen, you want to dance?",John,neutral
77,42,"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",Jennifer,frustration
37,10,It's got that all about it.,Patricia,anger
96,57,I know.  We should have a party.,Linda,excited
83,43,"Well, I mean, you got to make sure your dad's not going--",Jennifer,neutral
48,1,Kathy died last night.,John,sadness
69,6,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",Robert,excited
91,23,What's that supposed to mean?,Linda,sadness
58,10,"Excuse me? No, no. I waited in the line over there..",Jennifer,frustration
68,52,"No, no, no, no. Nothing like that.",Robert,neutral
84,37,What do I got to hide?  Huh?  What the hell's the matter with you Kate?,Robert,anger
20,5,"Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",James,excited
25,75,I know me neither.,James,sadness
70,60,I want things to turn out the way that they're supposed to be.,Jennifer,frustration
0,27,"Clearly.  You know, do you have like a supervisor or something?",Mary,neutral
39,39,"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",John,excited
96,130,Social life.  Hello.,Linda,excited
76,54,Oh I know.  But--,Jennifer,frustration
7,37,Then it's not just my business.,James,frustration
33,32,"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so .",John,neutral
12,18,"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy.  Do they?",James,happiness
13,53,"On the contrary, a child of two can get violently drunk on only one glass of brandy.",Mary,anger
40,26,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.,Patricia,frustration
2,20,Oh.  I hadn't even thought about that.,Mary,happiness
78,53,"And and, in about...",Robert,anger
79,53,Now I can't.,Jennifer,sadness
77,25,I'm sorry sir.,Jennifer,neutral
55,20,"Well, we'll see them this year.",John,neutral
11,19,Because they never do.  Have they...Have they ever?,Mary,anger
27,49,Did you see much of Peter Burden after our divorce?,James,anger
29,25,I have no choice. There's nothing I can do.,Patricia,sadness
46,7,"I go out all the places I can, every place that'll give an interview you know.",John,frustration
66,46,"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit.",Robert,anger
16,16,You were at a party? And she's like hey. You seem unattached she's like.,Mary,excited
65,29,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",Jennifer,neutral
92,50,"Come on.  Please will you do the greens and browns, just the browns for me?",Michael,frustration
11,85,"Hmm.  I noticed that, it's pretty. Big old white moon.",Mary,happiness
87,62,I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,Robert,anger
18,17,You people have just been tossing me around like a used hanky.,James,anger
